task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,92.30757076257076,19.67815180667352,19.67815180667352
object_detection,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,96.64073273747312,63.15811480226698,63.15811480226698
question_answering,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,33.09372155622156,3.812725090111145,3.812725090111145
speech_recognition,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,584.3725000000001,22.621497732779634,22.621497732779634
