task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,97.90132114798782,97.90132114798782,97.90132114798782,97.90132114798782,97.90132114798782,97.90132114798782,97.90132114798782,97.90132114798782,97.90132114798782,58.4342062824367,58.4342062824367,28.634690064500482,28.634690064500482,28.634690064500482
object_detection,97.41302041963594,97.41302041963594,97.41302041963594,97.41302041963594,97.41302041963594,97.41302041963594,97.41302041963594,97.41302041963594,97.41302041963594,111.4275115815557,111.4275115815557,63.89000341029707,63.89000341029707,63.89000341029707
question_answering,33.62434257100924,33.62434257100924,33.62434257100924,33.62434257100924,33.62434257100924,33.62434257100924,33.62434257100924,33.62434257100924,33.62434257100924,17.273941409897294,17.273941409897294,3.8027308642841375,3.8027308642841375,3.8027308642841375
speech_recognition,583.8425925925926,583.8425925925926,583.8425925925926,583.8425925925926,583.8425925925926,583.8425925925926,583.8425925925926,583.8425925925926,583.8425925925926,235.61905844155845,235.61905844155845,22.562674409551548,22.562674409551548,22.562674409551548
