task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,73.17632586367881,73.17632586367881,73.17632586367881,73.17632586367881,73.17632586367881,73.17632586367881,73.17632586367881,26.124590708483403,26.124590708483403,26.124590708483403
object_detection,61.20301694726304,61.20301694726304,61.20301694726304,61.20301694726304,61.20301694726304,61.20301694726304,61.20301694726304,57.69987700840791,57.69987700840791,57.69987700840791
question_answering,32.895857916011565,32.895857916011565,32.895857916011565,32.895857916011565,32.895857916011565,32.895857916011565,32.895857916011565,15.272612345637054,15.272612345637054,15.272612345637054
speech_recognition,577.7546288515407,577.7546288515407,577.7546288515407,577.7546288515407,577.7546288515407,577.7546288515407,577.7546288515407,210.0142537775104,210.0142537775104,210.0142537775104
