task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,84.99644938394938,84.99644938394938,84.99644938394938,84.99644938394938,84.99644938394938,84.99644938394938,84.99644938394938,84.99644938394938,43.514939270624424,17.06722846502762,17.06722846502762
object_detection,76.3360099086469,76.3360099086469,76.3360099086469,76.3360099086469,76.3360099086469,76.3360099086469,76.3360099086469,76.3360099086469,81.32982768865122,41.05510248336462,41.05510248336462
question_answering,33.373275964231844,33.373275964231844,33.373275964231844,33.373275964231844,33.373275964231844,33.373275964231844,33.373275964231844,33.373275964231844,19.42344927536232,3.786678808463175,3.786678808463175
speech_recognition,578.165,578.165,578.165,578.165,578.165,578.165,578.165,578.165,226.79785714285717,22.379281585414542,22.379281585414542
