task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.1375,28.460251451089437,9.53625172862494,9.53625172862494
object_detection,36.0084668989547,30.575543967000936,15.865516969447487,15.865516969447487
question_answering,35.335144927536234,14.338144952708188,3.5158525743919,3.5158525743919
speech_recognition,588.6,182.93970588235294,22.676658498700156,22.676658498700156
