task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,75.6047619047619,35.832150509661304,35.832150509661304,35.832150509661304,12.896665548848649,12.896665548848649
object_detection,45.014518921938276,43.67792503334299,43.67792503334299,43.67792503334299,23.917037288880216,23.917037288880216
question_answering,35.349673202614376,14.021062991341628,14.021062991341628,14.021062991341628,3.6444268925518926,3.6444268925518926
speech_recognition,584.96,229.43023088023088,229.43023088023088,229.43023088023088,22.241558601066856,22.241558601066856
