task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,g4dn.xlarge-1
image_classification,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,86.13226852512568,15.670793527708849
object_detection,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,101.94946989579785,61.359174603174594
question_answering,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,33.20006541077969,3.7824095290052737
speech_recognition,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,581.0553571428571,23.589053864758093
