task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.13241392431098,74.13241392431098,74.13241392431098,74.13241392431098,74.13241392431098,74.13241392431098,74.13241392431098,74.13241392431098,74.13241392431098,74.13241392431098,24.47849442013394,24.47849442013394,24.47849442013394,24.47849442013394,8.32585563091719,8.32585563091719
object_detection,34.33472522901935,34.33472522901935,34.33472522901935,34.33472522901935,34.33472522901935,34.33472522901935,34.33472522901935,34.33472522901935,34.33472522901935,34.33472522901935,21.435765934897802,21.435765934897802,21.435765934897802,21.435765934897802,10.463276366316586,10.463276366316586
question_answering,35.164622475563654,35.164622475563654,35.164622475563654,35.164622475563654,35.164622475563654,35.164622475563654,35.164622475563654,35.164622475563654,35.164622475563654,35.164622475563654,16.02948454010337,16.02948454010337,16.02948454010337,16.02948454010337,3.209409906073192,3.209409906073192
speech_recognition,574.140038961039,574.140038961039,574.140038961039,574.140038961039,574.140038961039,574.140038961039,574.140038961039,574.140038961039,574.140038961039,574.140038961039,214.0039629599255,214.0039629599255,214.0039629599255,214.0039629599255,18.926246022847067,18.926246022847067
