task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.29746201457212,74.29746201457212,74.29746201457212,74.29746201457212,74.29746201457212,74.29746201457212,74.29746201457212,74.29746201457212,27.812890160299276,27.812890160299276,27.812890160299276,8.244260232282361,8.244260232282361
object_detection,34.69354941831045,34.69354941831045,34.69354941831045,34.69354941831045,34.69354941831045,34.69354941831045,34.69354941831045,34.69354941831045,19.91263221792975,19.91263221792975,19.91263221792975,10.385664072794652,10.385664072794652
question_answering,34.95816256047874,34.95816256047874,34.95816256047874,34.95816256047874,34.95816256047874,34.95816256047874,34.95816256047874,34.95816256047874,16.499036972583554,16.499036972583554,16.499036972583554,3.247006514136679,3.247006514136679
speech_recognition,576.2271959984461,576.2271959984461,576.2271959984461,576.2271959984461,576.2271959984461,576.2271959984461,576.2271959984461,576.2271959984461,191.30142884431442,191.30142884431442,191.30142884431442,18.94693697404262,18.94693697404262
