task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.58580313266494,73.58580313266494,73.58580313266494,73.58580313266494,73.58580313266494,73.58580313266494,73.58580313266494,73.58580313266494,73.58580313266494,73.58580313266494,73.58580313266494,28.710239234449762,8.362349526523637,8.362349526523637,8.362349526523637
object_detection,34.36706108656644,34.36706108656644,34.36706108656644,34.36706108656644,34.36706108656644,34.36706108656644,34.36706108656644,34.36706108656644,34.36706108656644,34.36706108656644,34.36706108656644,23.326340579710145,10.667678249688231,10.667678249688231,10.667678249688231
question_answering,35.16489685003054,35.16489685003054,35.16489685003054,35.16489685003054,35.16489685003054,35.16489685003054,35.16489685003054,35.16489685003054,35.16489685003054,35.16489685003054,35.16489685003054,15.7243567251462,3.325440910120713,3.325440910120713,3.325440910120713
speech_recognition,575.0868440650258,575.0868440650258,575.0868440650258,575.0868440650258,575.0868440650258,575.0868440650258,575.0868440650258,575.0868440650258,575.0868440650258,575.0868440650258,575.0868440650258,195.96777777777777,19.11167128057003,19.11167128057003,19.11167128057003
