task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.63994984794617,73.63994984794617,73.63994984794617,73.63994984794617,73.63994984794617,73.63994984794617,73.63994984794617,73.63994984794617,24.35211752397107,8.423177448079443,8.423177448079443,8.423177448079443
object_detection,34.75977538629242,34.75977538629242,34.75977538629242,34.75977538629242,34.75977538629242,34.75977538629242,34.75977538629242,34.75977538629242,20.81096903096903,10.601867094251364,10.601867094251364,10.601867094251364
question_answering,35.032810206541825,35.032810206541825,35.032810206541825,35.032810206541825,35.032810206541825,35.032810206541825,35.032810206541825,35.032810206541825,14.130754785514512,3.2894613696003594,3.2894613696003594,3.2894613696003594
speech_recognition,573.6806385281385,573.6806385281385,573.6806385281385,573.6806385281385,573.6806385281385,573.6806385281385,573.6806385281385,573.6806385281385,200.32208695652173,19.130966255031762,19.130966255031762,19.130966255031762
