task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,g4dn.xlarge-1
image_classification,74.96196979811319,74.96196979811319,74.96196979811319,74.96196979811319,74.96196979811319,74.96196979811319,74.96196979811319,74.96196979811319,74.96196979811319,74.96196979811319,74.96196979811319,8.291579104384578
object_detection,35.380175880581874,35.380175880581874,35.380175880581874,35.380175880581874,35.380175880581874,35.380175880581874,35.380175880581874,35.380175880581874,35.380175880581874,35.380175880581874,35.380175880581874,10.116261436931618
question_answering,37.553894552143916,37.553894552143916,37.553894552143916,37.553894552143916,37.553894552143916,37.553894552143916,37.553894552143916,37.553894552143916,37.553894552143916,37.553894552143916,37.553894552143916,3.137066946799252
speech_recognition,576.0702327975055,576.0702327975055,576.0702327975055,576.0702327975055,576.0702327975055,576.0702327975055,576.0702327975055,576.0702327975055,576.0702327975055,576.0702327975055,576.0702327975055,19.264810945017597
