task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.59252292846043,73.59252292846043,73.59252292846043,73.59252292846043,73.59252292846043,73.59252292846043,73.59252292846043,73.59252292846043,29.529931332359325,29.529931332359325,29.529931332359325,29.529931332359325,8.410354738386584,8.410354738386584
object_detection,34.57935801331022,34.57935801331022,34.57935801331022,34.57935801331022,34.57935801331022,34.57935801331022,34.57935801331022,34.57935801331022,20.63399074360452,20.63399074360452,20.63399074360452,20.63399074360452,10.551918763424842,10.551918763424842
question_answering,35.226434614899205,35.226434614899205,35.226434614899205,35.226434614899205,35.226434614899205,35.226434614899205,35.226434614899205,35.226434614899205,15.2394751849962,15.2394751849962,15.2394751849962,15.2394751849962,3.2111394879479986,3.2111394879479986
speech_recognition,574.7235528360528,574.7235528360528,574.7235528360528,574.7235528360528,574.7235528360528,574.7235528360528,574.7235528360528,574.7235528360528,226.2516710863152,226.2516710863152,226.2516710863152,226.2516710863152,18.784514959602454,18.784514959602454
