task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.83199975600596,72.83199975600596,72.83199975600596,72.83199975600596,72.83199975600596,23.834121390432603,23.834121390432603,23.834121390432603,8.3722813749858,8.3722813749858
object_detection,33.24715930560667,33.24715930560667,33.24715930560667,33.24715930560667,33.24715930560667,18.2839963188301,18.2839963188301,18.2839963188301,10.292083940616248,10.292083940616248
question_answering,35.51607315886728,35.51607315886728,35.51607315886728,35.51607315886728,35.51607315886728,14.857339880093202,14.857339880093202,14.857339880093202,3.2541460654104952,3.2541460654104952
speech_recognition,575.1706287046287,575.1706287046287,575.1706287046287,575.1706287046287,575.1706287046287,187.9230196810427,187.9230196810427,187.9230196810427,18.971459680246987,18.971459680246987
