task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.3297109002109,73.3297109002109,73.3297109002109,73.3297109002109,73.3297109002109,24.926204594845476,24.926204594845476,24.926204594845476,8.328039658657946,8.328039658657946,8.328039658657946
object_detection,33.23840779980254,33.23840779980254,33.23840779980254,33.23840779980254,33.23840779980254,20.54950143983759,20.54950143983759,20.54950143983759,10.640781466521574,10.640781466521574,10.640781466521574
question_answering,34.65657742257742,34.65657742257742,34.65657742257742,34.65657742257742,34.65657742257742,16.74995783166832,16.74995783166832,16.74995783166832,3.200818515362851,3.200818515362851,3.200818515362851
speech_recognition,574.3616916416917,574.3616916416917,574.3616916416917,574.3616916416917,574.3616916416917,209.1866367727817,209.1866367727817,209.1866367727817,19.103768643410998,19.103768643410998,19.103768643410998
