task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.7351864733134,73.7351864733134,73.7351864733134,73.7351864733134,73.7351864733134,73.7351864733134,26.371629185746833,26.371629185746833,8.213011863588699
object_detection,33.554367010984656,33.554367010984656,33.554367010984656,33.554367010984656,33.554367010984656,33.554367010984656,18.598605341503475,18.598605341503475,9.909993289986925
question_answering,37.614393789761436,37.614393789761436,37.614393789761436,37.614393789761436,37.614393789761436,37.614393789761436,14.62919519451321,14.62919519451321,3.1415464522948833
speech_recognition,572.9774236874237,572.9774236874237,572.9774236874237,572.9774236874237,572.9774236874237,572.9774236874237,187.70975052982283,187.70975052982283,19.107538274443165
