task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.91939930952807,73.91939930952807,73.91939930952807,73.91939930952807,73.91939930952807,73.91939930952807,73.91939930952807,73.91939930952807,73.91939930952807,73.91939930952807,73.91939930952807,25.065945652173912,8.297279289546822
object_detection,34.6116479584774,34.6116479584774,34.6116479584774,34.6116479584774,34.6116479584774,34.6116479584774,34.6116479584774,34.6116479584774,34.6116479584774,34.6116479584774,34.6116479584774,18.084993386243386,10.097100430389904
question_answering,36.78766220902655,36.78766220902655,36.78766220902655,36.78766220902655,36.78766220902655,36.78766220902655,36.78766220902655,36.78766220902655,36.78766220902655,36.78766220902655,36.78766220902655,13.26408041958042,3.1668472341935026
speech_recognition,576.1956286138104,576.1956286138104,576.1956286138104,576.1956286138104,576.1956286138104,576.1956286138104,576.1956286138104,576.1956286138104,576.1956286138104,576.1956286138104,576.1956286138104,195.4050980392157,19.532831671684583
