task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,73.94846934488336,24.365856227910577,24.365856227910577,8.506539074960127
object_detection,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,34.46136767597716,20.202985736147628,20.202985736147628,10.378734417344173
question_answering,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,36.19932761768675,15.666887371355662,15.666887371355662,3.1499550468381314
speech_recognition,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,577.8546351084813,204.20493412143412,204.20493412143412,19.28860609764284
