task_type,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,8.356357591522936,8.356357591522936
object_detection,10.106259467089526,10.106259467089526
question_answering,3.282761728008027,3.282761728008027
speech_recognition,19.368917924732493,19.368917924732493
