task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.72139673115937,73.72139673115937,73.72139673115937,73.72139673115937,73.72139673115937,73.72139673115937,73.72139673115937,73.72139673115937,73.72139673115937,24.797954064454064,24.797954064454064,8.18302410571313,8.18302410571313
object_detection,34.3843872621963,34.3843872621963,34.3843872621963,34.3843872621963,34.3843872621963,34.3843872621963,34.3843872621963,34.3843872621963,34.3843872621963,21.758198558669015,21.758198558669015,10.364234177417138,10.364234177417138
question_answering,35.14904785865054,35.14904785865054,35.14904785865054,35.14904785865054,35.14904785865054,35.14904785865054,35.14904785865054,35.14904785865054,35.14904785865054,17.67528283637821,17.67528283637821,3.2252769704240856,3.2252769704240856
speech_recognition,574.5353769687104,574.5353769687104,574.5353769687104,574.5353769687104,574.5353769687104,574.5353769687104,574.5353769687104,574.5353769687104,574.5353769687104,210.84094513457558,210.84094513457558,18.899330253688127,18.899330253688127
