task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,74.40399321266969,74.40399321266969,74.40399321266969,74.40399321266969,74.40399321266969,25.508506702243313,25.508506702243313,8.142674572902799
object_detection,33.57393976611623,33.57393976611623,33.57393976611623,33.57393976611623,33.57393976611623,18.761767256520145,18.761767256520145,9.90274471021504
question_answering,37.43363033165665,37.43363033165665,37.43363033165665,37.43363033165665,37.43363033165665,14.618967032873519,14.618967032873519,3.1516226418287188
speech_recognition,574.6631556776557,574.6631556776557,574.6631556776557,574.6631556776557,574.6631556776557,186.2594700800737,186.2594700800737,19.320607975115017
