task_type,t2.large-1,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.9149019607843,24.45055729710902,8.438327272259542,8.438327272259542
object_detection,32.025757575757574,18.05758463008463,10.205245709497934,10.205245709497934
question_answering,34.14321946169772,13.384190768973378,3.2817779235834053,3.2817779235834053
speech_recognition,564.618315018315,192.92528383135593,19.40165740970077,19.40165740970077
