task_type,t2.large-1,t2.large-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.3013627819549,72.3013627819549,8.288668975027505,8.288668975027505
object_detection,30.46592407592408,30.46592407592408,9.93131369137038,9.93131369137038
question_answering,35.43194597069597,35.43194597069597,3.1910290493685256,3.1910290493685256
speech_recognition,563.8642857142856,563.8642857142856,19.33238378106411,19.33238378106411
