task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,c5.2xlarge-1
image_classification,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,77.01097089358788,26.099575665460065
object_detection,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,36.36589134067948,17.868609247173453
question_answering,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,41.48417694355377,14.23340737546827
speech_recognition,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,579.9479857327547,184.1674595814873
