task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,70.85134920634921,23.873198223877736,23.873198223877736,8.432613940066954,8.432613940066954
object_detection,32.73631746031746,19.837676699492114,19.837676699492114,10.12825953346551,10.12825953346551
question_answering,33.455555555555556,15.380384950707532,15.380384950707532,3.3100632015484757,3.3100632015484757
speech_recognition,565.0307692307692,201.61697884480697,201.61697884480697,19.276629483365745,19.276629483365745
