task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,g4dn.xlarge-1
image_classification,73.98641200989739,73.98641200989739,73.98641200989739,73.98641200989739,73.98641200989739,73.98641200989739,73.98641200989739,26.76358065953654,8.0473784816075
object_detection,33.50393412082046,33.50393412082046,33.50393412082046,33.50393412082046,33.50393412082046,33.50393412082046,33.50393412082046,18.104411764705883,9.938651892385156
question_answering,37.57314101164941,37.57314101164941,37.57314101164941,37.57314101164941,37.57314101164941,37.57314101164941,37.57314101164941,13.839499100673862,3.153045773097341
speech_recognition,573.8643144950287,573.8643144950287,573.8643144950287,573.8643144950287,573.8643144950287,573.8643144950287,573.8643144950287,189.42021294021293,19.071908392646677
