task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.41721507659008,72.41721507659008,72.41721507659008,72.41721507659008,28.819564326843313,28.819564326843313,28.819564326843313,8.782036777466208,8.782036777466208,8.782036777466208
object_detection,32.85175681774366,32.85175681774366,32.85175681774366,32.85175681774366,18.899565238338308,18.899565238338308,18.899565238338308,10.603842255452014,10.603842255452014,10.603842255452014
question_answering,34.924063531497744,34.924063531497744,34.924063531497744,34.924063531497744,15.344811029009303,15.344811029009303,15.344811029009303,3.30020184933581,3.30020184933581,3.30020184933581
speech_recognition,573.2262862137861,573.2262862137861,573.2262862137861,573.2262862137861,189.26505970840753,189.26505970840753,189.26505970840753,19.050554935493953,19.050554935493953,19.050554935493953
