task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,70.95529137529137,27.759157979627485,27.759157979627485,27.759157979627485,8.426146112967908,8.426146112967908,8.426146112967908
object_detection,33.44004329004329,19.780714523354895,19.780714523354895,19.780714523354895,10.537989793098664,10.537989793098664,10.537989793098664
question_answering,33.024772727272726,16.205140943651767,16.205140943651767,16.205140943651767,3.330676592084049,3.330676592084049,3.330676592084049
speech_recognition,564.3523809523809,199.8867987990257,199.8867987990257,199.8867987990257,19.1479902503824,19.1479902503824,19.1479902503824
