task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.51930782417355,73.51930782417355,73.51930782417355,73.51930782417355,73.51930782417355,73.51930782417355,73.51930782417355,73.51930782417355,73.51930782417355,24.619412492848596,24.619412492848596,8.387750332341785
object_detection,34.52495504113667,34.52495504113667,34.52495504113667,34.52495504113667,34.52495504113667,34.52495504113667,34.52495504113667,34.52495504113667,34.52495504113667,18.63430278055278,18.63430278055278,10.25355494727868
question_answering,35.79164893155549,35.79164893155549,35.79164893155549,35.79164893155549,35.79164893155549,35.79164893155549,35.79164893155549,35.79164893155549,35.79164893155549,14.088975799852173,14.088975799852173,3.3221008200318543
speech_recognition,573.171275021275,573.171275021275,573.171275021275,573.171275021275,573.171275021275,573.171275021275,573.171275021275,573.171275021275,573.171275021275,186.01250128255134,186.01250128255134,19.53126617242407
