task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.88395711768261,73.88395711768261,73.88395711768261,73.88395711768261,73.88395711768261,73.88395711768261,73.88395711768261,73.88395711768261,73.88395711768261,28.582593936564525,28.582593936564525,28.582593936564525,8.394272869640158,8.394272869640158,8.394272869640158
object_detection,33.90664205448261,33.90664205448261,33.90664205448261,33.90664205448261,33.90664205448261,33.90664205448261,33.90664205448261,33.90664205448261,33.90664205448261,21.685592220762725,21.685592220762725,21.685592220762725,10.789802896975312,10.789802896975312,10.789802896975312
question_answering,34.81881670798337,34.81881670798337,34.81881670798337,34.81881670798337,34.81881670798337,34.81881670798337,34.81881670798337,34.81881670798337,34.81881670798337,15.933715243566501,15.933715243566501,15.933715243566501,3.253814920889224,3.253814920889224,3.253814920889224
speech_recognition,573.1709721143054,573.1709721143054,573.1709721143054,573.1709721143054,573.1709721143054,573.1709721143054,573.1709721143054,573.1709721143054,573.1709721143054,224.5171309949081,224.5171309949081,224.5171309949081,19.045616347701557,19.045616347701557,19.045616347701557
