task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2
image_classification,77.26027965057332,77.26027965057332,77.26027965057332,77.26027965057332,77.26027965057332,77.26027965057332,77.26027965057332,77.26027965057332,77.26027965057332,77.26027965057332,26.287536063844534,26.287536063844534
object_detection,35.83345091099191,35.83345091099191,35.83345091099191,35.83345091099191,35.83345091099191,35.83345091099191,35.83345091099191,35.83345091099191,35.83345091099191,35.83345091099191,18.4445937868838,18.4445937868838
question_answering,41.788998430923,41.788998430923,41.788998430923,41.788998430923,41.788998430923,41.788998430923,41.788998430923,41.788998430923,41.788998430923,41.788998430923,14.483936695220944,14.483936695220944
speech_recognition,577.165954068807,577.165954068807,577.165954068807,577.165954068807,577.165954068807,577.165954068807,577.165954068807,577.165954068807,577.165954068807,577.165954068807,187.62489912788797,187.62489912788797
