task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1
image_classification,73.96548089061487,73.96548089061487,73.96548089061487,73.96548089061487,73.96548089061487,73.96548089061487,73.96548089061487,73.96548089061487,73.96548089061487,73.96548089061487,73.96548089061487,24.945291740767896,24.945291740767896,24.945291740767896,8.252540305010893
object_detection,35.07982633824879,35.07982633824879,35.07982633824879,35.07982633824879,35.07982633824879,35.07982633824879,35.07982633824879,35.07982633824879,35.07982633824879,35.07982633824879,35.07982633824879,21.212165402357623,21.212165402357623,21.212165402357623,10.381428695674765
question_answering,35.713299341775276,35.713299341775276,35.713299341775276,35.713299341775276,35.713299341775276,35.713299341775276,35.713299341775276,35.713299341775276,35.713299341775276,35.713299341775276,35.713299341775276,16.93433005303351,16.93433005303351,16.93433005303351,3.1695995727532313
speech_recognition,576.3184695102876,576.3184695102876,576.3184695102876,576.3184695102876,576.3184695102876,576.3184695102876,576.3184695102876,576.3184695102876,576.3184695102876,576.3184695102876,576.3184695102876,188.68616702567428,188.68616702567428,188.68616702567428,19.205444104705794
