task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.71658613016321,73.71658613016321,73.71658613016321,73.71658613016321,73.71658613016321,73.71658613016321,73.71658613016321,73.71658613016321,73.71658613016321,73.71658613016321,73.71658613016321,27.07298141186299,27.07298141186299,8.322603153671471,8.322603153671471,8.322603153671471
object_detection,34.754792486182865,34.754792486182865,34.754792486182865,34.754792486182865,34.754792486182865,34.754792486182865,34.754792486182865,34.754792486182865,34.754792486182865,34.754792486182865,34.754792486182865,20.43903303495311,20.43903303495311,10.57844711955315,10.57844711955315,10.57844711955315
question_answering,35.04669950518881,35.04669950518881,35.04669950518881,35.04669950518881,35.04669950518881,35.04669950518881,35.04669950518881,35.04669950518881,35.04669950518881,35.04669950518881,35.04669950518881,16.448807354925776,16.448807354925776,3.321870822177787,3.321870822177787,3.321870822177787
speech_recognition,575.4155009132282,575.4155009132282,575.4155009132282,575.4155009132282,575.4155009132282,575.4155009132282,575.4155009132282,575.4155009132282,575.4155009132282,575.4155009132282,575.4155009132282,221.01557824592288,221.01557824592288,19.19524747175526,19.19524747175526,19.19524747175526
