task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.13967089684195,73.13967089684195,73.13967089684195,73.13967089684195,73.13967089684195,73.13967089684195,24.787597278931912,24.787597278931912,8.365748492420627,8.365748492420627
object_detection,33.201321003071,33.201321003071,33.201321003071,33.201321003071,33.201321003071,33.201321003071,18.8038712294666,18.8038712294666,10.542731161075963,10.542731161075963
question_answering,35.653713416786175,35.653713416786175,35.653713416786175,35.653713416786175,35.653713416786175,35.653713416786175,16.486307767501316,16.486307767501316,3.2444063511860266,3.2444063511860266
speech_recognition,574.0899100899101,574.0899100899101,574.0899100899101,574.0899100899101,574.0899100899101,574.0899100899101,201.95175928381963,201.95175928381963,19.058137772112723,19.058137772112723
