task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1
image_classification,77.58778955396966,77.58778955396966,77.58778955396966,77.58778955396966,77.58778955396966,77.58778955396966,77.58778955396966,77.58778955396966,77.58778955396966,77.58778955396966,26.8400575117639
object_detection,35.84391049598836,35.84391049598836,35.84391049598836,35.84391049598836,35.84391049598836,35.84391049598836,35.84391049598836,35.84391049598836,35.84391049598836,35.84391049598836,18.14015817935056
question_answering,41.655145213200356,41.655145213200356,41.655145213200356,41.655145213200356,41.655145213200356,41.655145213200356,41.655145213200356,41.655145213200356,41.655145213200356,41.655145213200356,14.602623139826651
speech_recognition,576.5427124629756,576.5427124629756,576.5427124629756,576.5427124629756,576.5427124629756,576.5427124629756,576.5427124629756,576.5427124629756,576.5427124629756,576.5427124629756,185.28270562770564
