task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.54385851310221,73.54385851310221,73.54385851310221,73.54385851310221,73.54385851310221,73.54385851310221,73.54385851310221,8.313871388319056,8.313871388319056
object_detection,33.906730596870354,33.906730596870354,33.906730596870354,33.906730596870354,33.906730596870354,33.906730596870354,33.906730596870354,10.391621383576915,10.391621383576915
question_answering,35.52270648119388,35.52270648119388,35.52270648119388,35.52270648119388,35.52270648119388,35.52270648119388,35.52270648119388,3.2569437515791306,3.2569437515791306
speech_recognition,574.4940664097807,574.4940664097807,574.4940664097807,574.4940664097807,574.4940664097807,574.4940664097807,574.4940664097807,19.155057932393465,19.155057932393465
