task_type,t2.large-1,t2.large-2,t2.large-3,c5.2xlarge-1,g4dn.xlarge-1
image_classification,75.17596586782861,75.17596586782861,75.17596586782861,25.493684210526318,8.47313087428247
object_detection,33.15088504088504,33.15088504088504,33.15088504088504,18.32964457964458,9.890620803963989
question_answering,39.301557854383944,39.301557854383944,39.301557854383944,14.600722492373347,3.21653043111865
speech_recognition,575.8746891996891,575.8746891996891,575.8746891996891,184.7248190045249,19.956241892888357
