task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.41284497093321,72.41284497093321,72.41284497093321,72.41284497093321,72.41284497093321,72.41284497093321,28.07104936933579,28.07104936933579,28.07104936933579,28.07104936933579,8.46996280580542,8.46996280580542,8.46996280580542
object_detection,33.397122789491206,33.397122789491206,33.397122789491206,33.397122789491206,33.397122789491206,33.397122789491206,20.592037511951986,20.592037511951986,20.592037511951986,20.592037511951986,10.68504903513385,10.68504903513385,10.68504903513385
question_answering,34.88701116421704,34.88701116421704,34.88701116421704,34.88701116421704,34.88701116421704,34.88701116421704,15.605616146995942,15.605616146995942,15.605616146995942,15.605616146995942,3.3199264787500082,3.3199264787500082,3.3199264787500082
speech_recognition,573.0817282717283,573.0817282717283,573.0817282717283,573.0817282717283,573.0817282717283,573.0817282717283,206.88945579776185,206.88945579776185,206.88945579776185,206.88945579776185,19.163050566694622,19.163050566694622,19.163050566694622
