task_type,t2.large-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.22382650029708,8.429420348829465,8.429420348829465
object_detection,31.362661064425772,10.174388427588662,10.174388427588662
question_answering,35.83241464417935,3.272892203841876,3.272892203841876
speech_recognition,565.067032967033,19.513523214589465,19.513523214589465
