task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.78587574705996,73.78587574705996,73.78587574705996,73.78587574705996,8.267357956443853,8.267357956443853,8.267357956443853
object_detection,31.43439026251526,31.43439026251526,31.43439026251526,31.43439026251526,10.316645055704381,10.316645055704381,10.316645055704381
question_answering,35.53480788367979,35.53480788367979,35.53480788367979,35.53480788367979,3.3506662914678627,3.3506662914678627,3.3506662914678627
speech_recognition,573.6470787545788,573.6470787545788,573.6470787545788,573.6470787545788,19.076075300340232,19.076075300340232,19.076075300340232
