task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.8913770768705,72.8913770768705,72.8913770768705,72.8913770768705,72.8913770768705,72.8913770768705,72.8913770768705,72.8913770768705,26.36300976475004,26.36300976475004,26.36300976475004,8.40848722995194,8.40848722995194,8.40848722995194
object_detection,33.69420563301078,33.69420563301078,33.69420563301078,33.69420563301078,33.69420563301078,33.69420563301078,33.69420563301078,33.69420563301078,20.54643056145017,20.54643056145017,20.54643056145017,10.749350397348174,10.749350397348174,10.749350397348174
question_answering,35.03452260566231,35.03452260566231,35.03452260566231,35.03452260566231,35.03452260566231,35.03452260566231,35.03452260566231,35.03452260566231,15.121841479987935,15.121841479987935,15.121841479987935,3.3265055682083484,3.3265055682083484,3.3265055682083484
speech_recognition,574.0262253024754,574.0262253024754,574.0262253024754,574.0262253024754,574.0262253024754,574.0262253024754,574.0262253024754,574.0262253024754,209.8013006253006,209.8013006253006,209.8013006253006,19.154436304276864,19.154436304276864,19.154436304276864
