task_type,t2.large-1,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,70.86792717086834,26.412596432238047,26.412596432238047,26.412596432238047,8.101015907279352,8.101015907279352
object_detection,30.606851408825094,19.28307177425208,19.28307177425208,19.28307177425208,10.197424697702955,10.197424697702955
question_answering,34.37386363636364,14.658353152929688,14.658353152929688,14.658353152929688,3.228299925880812,3.228299925880812
speech_recognition,564.4153846153846,204.35205833023593,204.35205833023593,204.35205833023593,19.0782608581306,19.0782608581306
