task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.61208247892458,73.61208247892458,73.61208247892458,73.61208247892458,73.61208247892458,73.61208247892458,73.61208247892458,29.48745331927672,29.48745331927672,29.48745331927672,8.327285701151647,8.327285701151647
object_detection,33.83090463593118,33.83090463593118,33.83090463593118,33.83090463593118,33.83090463593118,33.83090463593118,33.83090463593118,19.78450659033221,19.78450659033221,19.78450659033221,10.409055594072205,10.409055594072205
question_answering,35.47620412267471,35.47620412267471,35.47620412267471,35.47620412267471,35.47620412267471,35.47620412267471,35.47620412267471,15.7617074913499,15.7617074913499,15.7617074913499,3.242770286620511,3.242770286620511
speech_recognition,574.0270120355834,574.0270120355834,574.0270120355834,574.0270120355834,574.0270120355834,574.0270120355834,574.0270120355834,209.37419942603574,209.37419942603574,209.37419942603574,18.921726528759173,18.921726528759173
