task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,73.55323455368236,73.55323455368236,73.55323455368236,73.55323455368236,73.55323455368236,73.55323455368236,73.55323455368236,73.55323455368236,73.55323455368236,73.55323455368236,25.286472896001293,25.286472896001293,8.257990132903965
object_detection,34.13034728257638,34.13034728257638,34.13034728257638,34.13034728257638,34.13034728257638,34.13034728257638,34.13034728257638,34.13034728257638,34.13034728257638,34.13034728257638,18.766985367636657,18.766985367636657,10.360312712655684
question_answering,35.77332350716019,35.77332350716019,35.77332350716019,35.77332350716019,35.77332350716019,35.77332350716019,35.77332350716019,35.77332350716019,35.77332350716019,35.77332350716019,15.080919489358848,15.080919489358848,3.156953512835866
speech_recognition,573.6557579087579,573.6557579087579,573.6557579087579,573.6557579087579,573.6557579087579,573.6557579087579,573.6557579087579,573.6557579087579,573.6557579087579,573.6557579087579,197.5934457333545,197.5934457333545,19.502194209313636
