task_type,t2.large-1,t2.large-2,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,70.73883241758242,70.73883241758242,30.95482373758141,30.95482373758141,30.95482373758141,30.95482373758141,8.392476653518996,8.392476653518996,8.392476653518996
object_detection,30.406626290376288,30.406626290376288,20.575273200156044,20.575273200156044,20.575273200156044,20.575273200156044,10.686668077363015,10.686668077363015,10.686668077363015
question_answering,32.61539085914086,32.61539085914086,16.75720472678038,16.75720472678038,16.75720472678038,16.75720472678038,3.3718495162980764,3.3718495162980764,3.3718495162980764
speech_recognition,563.4361388611389,563.4361388611389,210.61922509897508,210.61922509897508,210.61922509897508,210.61922509897508,19.03953013535899,19.03953013535899,19.03953013535899
