task_type,t2.large-1,t2.large-2,t2.large-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,72.87279907219805,72.87279907219805,72.87279907219805,8.456183888956835,8.456183888956835
object_detection,30.94866849410193,30.94866849410193,30.94866849410193,10.18403225771211,10.18403225771211
question_answering,35.94455840455841,35.94455840455841,35.94455840455841,3.2657206903808706,3.2657206903808706
speech_recognition,574.116459096459,574.116459096459,574.116459096459,19.409407798993776,19.409407798993776
