task_type,t2.large-1,t2.large-2,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,71.01329337329337,71.01329337329337,8.592197826574345,8.592197826574345,8.592197826574345
object_detection,30.501661332026607,30.501661332026607,10.668314571738797,10.668314571738797,10.668314571738797
question_answering,33.31948717948718,33.31948717948718,3.338781140434315,3.338781140434315,3.338781140434315
speech_recognition,563.1142124542125,563.1142124542125,19.398225130798966,19.398225130798966,19.398225130798966
