task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.84885244367345,73.84885244367345,73.84885244367345,73.84885244367345,73.84885244367345,73.84885244367345,73.84885244367345,73.84885244367345,8.39912376774254,8.39912376774254
object_detection,33.62785342796179,33.62785342796179,33.62785342796179,33.62785342796179,33.62785342796179,33.62785342796179,33.62785342796179,33.62785342796179,10.252344254070099,10.252344254070099
question_answering,35.88903353701046,35.88903353701046,35.88903353701046,35.88903353701046,35.88903353701046,35.88903353701046,35.88903353701046,35.88903353701046,3.2612919888967253,3.2612919888967253
speech_recognition,575.9159727772228,575.9159727772228,575.9159727772228,575.9159727772228,575.9159727772228,575.9159727772228,575.9159727772228,575.9159727772228,19.163393209957178,19.163393209957178
