task_type,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,27.690448547593355,27.690448547593355,27.690448547593355,27.690448547593355,8.269409468008579,8.269409468008579
object_detection,20.38562411579523,20.38562411579523,20.38562411579523,20.38562411579523,10.314592180605251,10.314592180605251
question_answering,16.680942140441385,16.680942140441385,16.680942140441385,16.680942140441385,3.254449131288884,3.254449131288884
speech_recognition,201.97105865386388,201.97105865386388,201.97105865386388,201.97105865386388,19.072894146294882,19.072894146294882
