task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4
image_classification,75.40140640871735,75.40140640871735,75.40140640871735,75.40140640871735,75.40140640871735,75.40140640871735,75.40140640871735,26.458769412104488,26.458769412104488,26.458769412104488,26.458769412104488
object_detection,35.17062056401508,35.17062056401508,35.17062056401508,35.17062056401508,35.17062056401508,35.17062056401508,35.17062056401508,18.738499059956915,18.738499059956915,18.738499059956915,18.738499059956915
question_answering,40.13832153104157,40.13832153104157,40.13832153104157,40.13832153104157,40.13832153104157,40.13832153104157,40.13832153104157,14.377299010650699,14.377299010650699,14.377299010650699,14.377299010650699
speech_recognition,575.5559568442761,575.5559568442761,575.5559568442761,575.5559568442761,575.5559568442761,575.5559568442761,575.5559568442761,187.83512960666542,187.83512960666542,187.83512960666542,187.83512960666542
