task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.66751239688506,73.66751239688506,73.66751239688506,73.66751239688506,73.66751239688506,32.15973510971787,8.30226230586962,8.30226230586962
object_detection,32.86488518235577,32.86488518235577,32.86488518235577,32.86488518235577,32.86488518235577,20.264746543778802,10.124534113950691,10.124534113950691
question_answering,36.27739724980902,36.27739724980902,36.27739724980902,36.27739724980902,36.27739724980902,14.394011544011544,3.2299486199781677,3.2299486199781677
speech_recognition,574.6321038961039,574.6321038961039,574.6321038961039,574.6321038961039,574.6321038961039,199.49491722136884,19.17209393466995,19.17209393466995
