task_type,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,23.784656416380553,8.395467543417595,8.395467543417595
object_detection,19.15440240612374,10.103833823180459,10.103833823180459
question_answering,14.317017094017094,3.3459175128075067,3.3459175128075067
speech_recognition,195.30671052631578,19.4602845671651,19.4602845671651
