task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15,t2.large-16
image_classification,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202,77.24612561002202
object_detection,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765,37.101642046394765
question_answering,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898,41.65457118679898
speech_recognition,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521,579.416537552521
