task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,c5.2xlarge-1,g4dn.xlarge-1
image_classification,75.19716588664957,75.19716588664957,75.19716588664957,75.19716588664957,25.841447023425747,8.485280261295784
object_detection,33.78111635032494,33.78111635032494,33.78111635032494,33.78111635032494,19.344837408236906,10.042582076721976
question_answering,39.01218874297357,39.01218874297357,39.01218874297357,39.01218874297357,14.437392467278963,3.2029675593443345
speech_recognition,574.5427815934065,574.5427815934065,574.5427815934065,574.5427815934065,182.88730314730316,20.108640562067617
