task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,t2.large-12,t2.large-13,t2.large-14,t2.large-15
image_classification,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893,77.35879929349893
object_detection,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121,36.68666105514121
question_answering,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284,41.874754042202284
speech_recognition,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947,579.5572637557947
