task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,c5.2xlarge-4,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,73.02913708513708,73.02913708513708,73.02913708513708,73.02913708513708,73.02913708513708,28.74626583674028,28.74626583674028,28.74626583674028,28.74626583674028,8.491951122484437,8.491951122484437,8.491951122484437
object_detection,33.0842409192115,33.0842409192115,33.0842409192115,33.0842409192115,33.0842409192115,20.862446974441603,20.862446974441603,20.862446974441603,20.862446974441603,10.673581876606688,10.673581876606688,10.673581876606688
question_answering,35.146326118326115,35.146326118326115,35.146326118326115,35.146326118326115,35.146326118326115,15.845775037612887,15.845775037612887,15.845775037612887,15.845775037612887,3.270653201206943,3.270653201206943,3.270653201206943
speech_recognition,574.509006993007,574.509006993007,574.509006993007,574.509006993007,574.509006993007,204.59500198453975,204.59500198453975,204.59500198453975,204.59500198453975,19.10843955461015,19.10843955461015,19.10843955461015
