task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,c5.2xlarge-1,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.11502022616187,73.11502022616187,73.11502022616187,73.11502022616187,73.11502022616187,73.11502022616187,27.214475158421372,8.154214647820151,8.154214647820151
object_detection,33.31632487882488,33.31632487882488,33.31632487882488,33.31632487882488,33.31632487882488,33.31632487882488,19.163821925201237,10.14616426776939,10.14616426776939
question_answering,35.81223419064595,35.81223419064595,35.81223419064595,35.81223419064595,35.81223419064595,35.81223419064595,16.475427615862397,3.2167513237803704,3.2167513237803704
speech_recognition,574.301297036297,574.301297036297,574.301297036297,574.301297036297,574.301297036297,574.301297036297,186.14901960784314,19.007763396681703,19.007763396681703
