task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,t2.large-11,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.04271659868024,74.04271659868024,74.04271659868024,74.04271659868024,74.04271659868024,74.04271659868024,74.04271659868024,74.04271659868024,74.04271659868024,74.04271659868024,74.04271659868024,28.739474175037508,28.739474175037508,28.739474175037508,8.414197674776096,8.414197674776096
object_detection,34.25773052556475,34.25773052556475,34.25773052556475,34.25773052556475,34.25773052556475,34.25773052556475,34.25773052556475,34.25773052556475,34.25773052556475,34.25773052556475,34.25773052556475,20.9082032555321,20.9082032555321,20.9082032555321,10.423444491300932,10.423444491300932
question_answering,35.327670585504805,35.327670585504805,35.327670585504805,35.327670585504805,35.327670585504805,35.327670585504805,35.327670585504805,35.327670585504805,35.327670585504805,35.327670585504805,35.327670585504805,16.966507194029404,16.966507194029404,16.966507194029404,3.26193127718863,3.26193127718863
speech_recognition,575.310205148387,575.310205148387,575.310205148387,575.310205148387,575.310205148387,575.310205148387,575.310205148387,575.310205148387,575.310205148387,575.310205148387,575.310205148387,201.4407206249278,201.4407206249278,201.4407206249278,18.85246410752222,18.85246410752222
