task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,g4dn.xlarge-1
image_classification,75.71802790003254,75.71802790003254,75.71802790003254,75.71802790003254,75.71802790003254,75.71802790003254,8.610293586750766
object_detection,34.541272415222814,34.541272415222814,34.541272415222814,34.541272415222814,34.541272415222814,34.541272415222814,9.996066661486278
question_answering,40.16782372698394,40.16782372698394,40.16782372698394,40.16782372698394,40.16782372698394,40.16782372698394,3.247773885029699
speech_recognition,575.0384798534799,575.0384798534799,575.0384798534799,575.0384798534799,575.0384798534799,575.0384798534799,20.34842906674249
