task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,73.9993318858644,73.9993318858644,73.9993318858644,73.9993318858644,73.9993318858644,73.9993318858644,73.9993318858644,73.9993318858644,73.9993318858644,73.9993318858644,25.402622832209087,25.402622832209087,8.379151377840737,8.379151377840737
object_detection,35.03230095626767,35.03230095626767,35.03230095626767,35.03230095626767,35.03230095626767,35.03230095626767,35.03230095626767,35.03230095626767,35.03230095626767,35.03230095626767,20.01061102542682,20.01061102542682,10.74766890284632,10.74766890284632
question_answering,35.39010364394807,35.39010364394807,35.39010364394807,35.39010364394807,35.39010364394807,35.39010364394807,35.39010364394807,35.39010364394807,35.39010364394807,35.39010364394807,15.914710703526492,15.914710703526492,3.2987902617535383,3.2987902617535383
speech_recognition,574.1800177045177,574.1800177045177,574.1800177045177,574.1800177045177,574.1800177045177,574.1800177045177,574.1800177045177,574.1800177045177,574.1800177045177,574.1800177045177,208.4558672281707,208.4558672281707,18.957901652547996,18.957901652547996
