task_type,c5.2xlarge-1,c5.2xlarge-2,g4dn.xlarge-1
image_classification,26.03350469807348,26.03350469807348,8.310174746000884
object_detection,18.40978380133647,18.40978380133647,9.852185313467533
question_answering,14.25049542790089,14.25049542790089,3.1293963217770213
speech_recognition,186.63421310774044,186.63421310774044,19.3766926961763
