task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,t2.large-8,t2.large-9,t2.large-10,g4dn.xlarge-1,g4dn.xlarge-2
image_classification,74.21495598170618,74.21495598170618,74.21495598170618,74.21495598170618,74.21495598170618,74.21495598170618,74.21495598170618,74.21495598170618,74.21495598170618,74.21495598170618,8.330245837507881,8.330245837507881
object_detection,34.89823941385412,34.89823941385412,34.89823941385412,34.89823941385412,34.89823941385412,34.89823941385412,34.89823941385412,34.89823941385412,34.89823941385412,34.89823941385412,10.29225034627006,10.29225034627006
question_answering,35.504456735043426,35.504456735043426,35.504456735043426,35.504456735043426,35.504456735043426,35.504456735043426,35.504456735043426,35.504456735043426,35.504456735043426,35.504456735043426,3.312057337858454,3.312057337858454
speech_recognition,574.2495404595404,574.2495404595404,574.2495404595404,574.2495404595404,574.2495404595404,574.2495404595404,574.2495404595404,574.2495404595404,574.2495404595404,574.2495404595404,19.290501669820987,19.290501669820987
