task_type,t2.large-1,g4dn.xlarge-1,g4dn.xlarge-2,g4dn.xlarge-3
image_classification,72.66363636363636,8.347282896363218,8.347282896363218,8.347282896363218
object_detection,31.54,10.183011299320421,10.183011299320421,10.183011299320421
question_answering,34.17347319347319,3.377610373763153,3.377610373763153,3.377610373763153
speech_recognition,564.1151648351648,19.304719575754657,19.304719575754657,19.304719575754657
