task_type,t2.large-1,t2.large-2,t2.large-3,t2.large-4,t2.large-5,t2.large-6,t2.large-7,c5.2xlarge-1,c5.2xlarge-2,c5.2xlarge-3
image_classification,77.31043079197491,77.31043079197491,77.31043079197491,77.31043079197491,77.31043079197491,77.31043079197491,77.31043079197491,27.254900829768683,27.254900829768683,27.254900829768683
object_detection,35.42803013635831,35.42803013635831,35.42803013635831,35.42803013635831,35.42803013635831,35.42803013635831,35.42803013635831,18.652055982426965,18.652055982426965,18.652055982426965
question_answering,41.784559634333476,41.784559634333476,41.784559634333476,41.784559634333476,41.784559634333476,41.784559634333476,41.784559634333476,14.549527815979769,14.549527815979769,14.549527815979769
speech_recognition,577.4077138291215,577.4077138291215,577.4077138291215,577.4077138291215,577.4077138291215,577.4077138291215,577.4077138291215,188.75042980150909,188.75042980150909,188.75042980150909
